"","GEOID","NAME","populationE","med_ageE","bachelor_degree_25E","med_hh_incomeE","whiteE","blackE","asianE","hispanicE"
"1","360050245023","Block Group 3, Census Tract 245.02, Bronx County, New York",1886,28.9,80,30500,291,451,0,1648
"2","360050247002","Block Group 2, Census Tract 247, Bronx County, New York",1318,35.4,106,44524,60,690,6,662
"3","360050253004","Block Group 4, Census Tract 253, Bronx County, New York",1222,26.6,54,36250,115,45,0,1155
"4","360050263005","Block Group 5, Census Tract 263, Bronx County, New York",1941,63.8,304,12351,604,428,0,891
"5","360050265004","Block Group 4, Census Tract 265, Bronx County, New York",1191,28.2,87,38099,34,266,88,892
"6","360050266025","Block Group 5, Census Tract 266.02, Bronx County, New York",755,38,151,69306,585,33,50,274
"7","360050267011","Block Group 1, Census Tract 267.01, Bronx County, New York",1668,37.1,366,73313,67,152,463,1056
"8","360050213023","Block Group 3, Census Tract 213.02, Bronx County, New York",986,35.6,24,34575,110,364,0,618
"9","360050213022","Block Group 2, Census Tract 213.02, Bronx County, New York",863,39.4,20,NA,50,523,13,424
"10","360050213021","Block Group 1, Census Tract 213.02, Bronx County, New York",1709,28.3,266,NA,168,1060,28,976
"11","360050216023","Block Group 3, Census Tract 216.02, Bronx County, New York",2359,37.7,468,56593,629,1079,354,930
"12","360050216021","Block Group 1, Census Tract 216.02, Bronx County, New York",335,26.7,81,86375,198,109,0,226
"13","360050216022","Block Group 2, Census Tract 216.02, Bronx County, New York",1535,44,517,46360,181,630,415,254
"14","360050219001","Block Group 1, Census Tract 219, Bronx County, New York",1045,33.8,74,21686,105,121,10,966
"15","360050233013","Block Group 3, Census Tract 233.01, Bronx County, New York",965,27.8,89,15587,7,388,19,570
"16","360050233011","Block Group 1, Census Tract 233.01, Bronx County, New York",537,47,66,25272,88,70,0,467
"17","360050233012","Block Group 2, Census Tract 233.01, Bronx County, New York",1497,32.5,144,40389,201,675,41,831
"18","360050119002","Block Group 2, Census Tract 119, Bronx County, New York",832,29.4,53,27875,83,312,0,520
"19","360050119004","Block Group 4, Census Tract 119, Bronx County, New York",902,47.8,17,17763,66,201,0,659
"20","360050115021","Block Group 1, Census Tract 115.02, Bronx County, New York",1634,20.8,63,22500,246,612,0,1055
"21","360050115022","Block Group 2, Census Tract 115.02, Bronx County, New York",1241,31.3,172,19313,61,555,0,799
"22","360050141001","Block Group 1, Census Tract 141, Bronx County, New York",1778,31.1,155,25855,162,731,0,1150
"23","360050141003","Block Group 3, Census Tract 141, Bronx County, New York",2189,34.4,264,37540,227,1031,14,1219
"24","360050155001","Block Group 1, Census Tract 155, Bronx County, New York",2149,30.7,114,18763,188,559,0,1609
"25","360050151001","Block Group 1, Census Tract 151, Bronx County, New York",794,33.7,129,35391,26,634,0,154
"26","360050153001","Block Group 1, Census Tract 153, Bronx County, New York",2413,35.1,381,NA,123,1308,111,1315
"27","360050153002","Block Group 2, Census Tract 153, Bronx County, New York",1076,25.2,91,NA,13,741,0,344
"28","360050236001","Block Group 1, Census Tract 236, Bronx County, New York",1056,31,80,NA,357,134,77,615
"29","360050223003","Block Group 3, Census Tract 223, Bronx County, New York",1654,37.1,83,29719,228,251,0,1271
"30","360050223002","Block Group 2, Census Tract 223, Bronx County, New York",998,37,83,39271,98,67,0,861
"31","360050223001","Block Group 1, Census Tract 223, Bronx County, New York",1088,31.6,46,24750,153,120,0,999
"32","360050254001","Block Group 1, Census Tract 254, Bronx County, New York",1141,37.8,235,44250,796,66,107,308
"33","360050296002","Block Group 2, Census Tract 296, Bronx County, New York",141,34.3,43,60250,105,0,36,12
"34","360050376001","Block Group 1, Census Tract 376, Bronx County, New York",1359,33.8,219,48523,214,526,0,758
"35","360050027012","Block Group 2, Census Tract 27.01, Bronx County, New York",1498,23.3,114,20250,145,375,0,1152
"36","360050065004","Block Group 4, Census Tract 65, Bronx County, New York",889,24.1,18,29706,24,565,0,431
"37","360050065002","Block Group 2, Census Tract 65, Bronx County, New York",2345,37.3,264,19329,327,1093,61,1152
"38","360050065001","Block Group 1, Census Tract 65, Bronx County, New York",1011,30.4,70,20847,274,177,8,733
"39","360050235022","Block Group 2, Census Tract 235.02, Bronx County, New York",936,41.6,26,20391,93,160,48,820
"40","360050251003","Block Group 3, Census Tract 251, Bronx County, New York",581,35.4,55,NA,58,40,381,160
"41","360050251004","Block Group 4, Census Tract 251, Bronx County, New York",528,32.7,64,NA,306,0,0,490
"42","360050251005","Block Group 5, Census Tract 251, Bronx County, New York",1404,33.9,182,23813,148,366,125,922
"43","360050251001","Block Group 1, Census Tract 251, Bronx County, New York",2093,24.5,122,24885,0,403,0,1711
"44","360050255002","Block Group 2, Census Tract 255, Bronx County, New York",2847,28.1,131,35567,368,152,0,2809
"45","360050373002","Block Group 2, Census Tract 373, Bronx County, New York",1993,27,98,49741,178,1040,3,1386
"46","360050373001","Block Group 1, Census Tract 373, Bronx County, New York",1515,33.2,93,35737,267,728,0,809
"47","360050373004","Block Group 4, Census Tract 373, Bronx County, New York",1320,24.8,63,NA,246,555,0,808
"48","360050378001","Block Group 1, Census Tract 378, Bronx County, New York",1326,40.7,195,41359,20,1127,0,248
"49","360050145004","Block Group 4, Census Tract 145, Bronx County, New York",1870,33.9,66,32083,188,789,0,1101
"50","360050145003","Block Group 3, Census Tract 145, Bronx County, New York",1206,23.9,127,26647,73,734,0,451
"51","360050267022","Block Group 2, Census Tract 267.02, Bronx County, New York",806,34.8,55,20705,323,112,24,670
"52","360050267013","Block Group 3, Census Tract 267.01, Bronx County, New York",965,28,142,39722,68,213,146,737
"53","360050267023","Block Group 3, Census Tract 267.02, Bronx County, New York",1392,27.6,109,40536,190,57,0,1310
"54","360050267025","Block Group 5, Census Tract 267.02, Bronx County, New York",974,33.9,99,58176,15,311,0,717
"55","360050267026","Block Group 6, Census Tract 267.02, Bronx County, New York",1874,32.3,226,23500,254,567,0,1383
"56","360050273003","Block Group 3, Census Tract 273, Bronx County, New York",2720,33.6,251,29280,237,892,6,1997
"57","360050274011","Block Group 1, Census Tract 274.01, Bronx County, New York",805,43.3,169,79375,673,70,0,132
"58","360050274013","Block Group 3, Census Tract 274.01, Bronx County, New York",2384,46.7,426,94878,1957,0,41,557
"59","360050274014","Block Group 4, Census Tract 274.01, Bronx County, New York",1055,43.6,217,93125,937,0,11,536
"60","360050274021","Block Group 1, Census Tract 274.02, Bronx County, New York",1733,55.7,454,88917,1406,36,17,360
"61","360050274022","Block Group 2, Census Tract 274.02, Bronx County, New York",524,43.7,134,44073,508,8,0,49
"62","360050276000","Block Group 0, Census Tract 276, Bronx County, New York",0,NA,0,NA,0,0,0,0
"63","360050277004","Block Group 4, Census Tract 277, Bronx County, New York",2023,32,172,21429,258,273,0,1709
"64","360050279005","Block Group 5, Census Tract 279, Bronx County, New York",649,36.9,151,71071,244,81,38,346
"65","360050284001","Block Group 1, Census Tract 284, Bronx County, New York",598,55.8,65,NA,245,179,0,174
"66","360050285002","Block Group 2, Census Tract 285, Bronx County, New York",365,62.4,52,33708,266,24,14,161
"67","360050285004","Block Group 4, Census Tract 285, Bronx County, New York",1327,30.5,569,77203,880,72,209,498
"68","360050287003","Block Group 3, Census Tract 287, Bronx County, New York",1034,38.1,144,61146,443,127,67,728
"69","360050293010","Block Group 0, Census Tract 293.01, Bronx County, New York",0,NA,0,NA,0,0,0,0
"70","360050293011","Block Group 1, Census Tract 293.01, Bronx County, New York",943,62.6,652,108333,819,22,16,118
"71","360050293021","Block Group 1, Census Tract 293.02, Bronx County, New York",727,58.8,360,95380,555,82,17,96
"72","360050293022","Block Group 2, Census Tract 293.02, Bronx County, New York",1457,46.1,543,91711,970,19,19,543
"73","360050293024","Block Group 4, Census Tract 293.02, Bronx County, New York",1556,58,789,96000,1163,145,64,256
"74","360050295004","Block Group 4, Census Tract 295, Bronx County, New York",683,33.9,288,NA,300,199,77,107
"75","360050166001","Block Group 1, Census Tract 166, Bronx County, New York",1686,38.6,279,67443,836,249,94,1066
"76","360050166002","Block Group 2, Census Tract 166, Bronx County, New York",678,37,88,49375,326,0,26,461
"77","360050194001","Block Group 1, Census Tract 194, Bronx County, New York",2334,33.7,426,52250,869,239,69,1522
"78","360050379002","Block Group 2, Census Tract 379, Bronx County, New York",1054,26.5,7,18141,50,690,0,357
"79","360050365012","Block Group 2, Census Tract 365.01, Bronx County, New York",1882,25.8,193,43884,265,1082,0,871
"80","360050023002","Block Group 2, Census Tract 23, Bronx County, New York",453,34.3,52,NA,88,208,0,268
"81","360050039002","Block Group 2, Census Tract 39, Bronx County, New York",1642,28.4,32,66167,131,652,0,859
"82","360050039004","Block Group 4, Census Tract 39, Bronx County, New York",913,33,72,29432,149,97,0,816
"83","360050039003","Block Group 3, Census Tract 39, Bronx County, New York",1094,45.6,114,14545,252,308,0,677
"84","360050054002","Block Group 2, Census Tract 54, Bronx County, New York",2343,33.5,72,32126,501,704,28,1677
"85","360050054003","Block Group 3, Census Tract 54, Bronx County, New York",1525,26.1,20,37663,206,72,23,1281
"86","360050062003","Block Group 3, Census Tract 62, Bronx County, New York",2321,27.4,141,25420,394,1238,0,1105
"87","360050213011","Block Group 1, Census Tract 213.01, Bronx County, New York",223,37.9,12,22143,31,58,0,199
"88","360050229013","Block Group 3, Census Tract 229.01, Bronx County, New York",754,29.1,32,27633,107,385,0,680
"89","360050041003","Block Group 3, Census Tract 41, Bronx County, New York",0,NA,0,NA,0,0,0,0
"90","360050031001","Block Group 1, Census Tract 31, Bronx County, New York",1703,31.3,131,44583,367,510,35,1228
"91","360050038001","Block Group 1, Census Tract 38, Bronx County, New York",1434,34.7,69,41438,794,495,7,959
"92","360050041001","Block Group 1, Census Tract 41, Bronx County, New York",1389,26.3,29,16845,134,146,17,1199
"93","360050041002","Block Group 2, Census Tract 41, Bronx County, New York",1889,33.3,130,23924,492,169,24,1631
"94","360050119003","Block Group 3, Census Tract 119, Bronx County, New York",711,26.3,39,33261,172,330,0,272
"95","360050119005","Block Group 5, Census Tract 119, Bronx County, New York",826,32.9,32,NA,147,236,0,557
"96","360050248003","Block Group 3, Census Tract 248, Bronx County, New York",934,35.1,321,62688,544,62,215,216
"97","360050248001","Block Group 1, Census Tract 248, Bronx County, New York",1023,59.4,177,67344,597,186,55,257
"98","360050408002","Block Group 2, Census Tract 408, Bronx County, New York",1078,30.6,78,52500,24,869,0,254
"99","360050408001","Block Group 1, Census Tract 408, Bronx County, New York",752,25.8,50,NA,139,525,0,319
"100","360050484002","Block Group 2, Census Tract 484, Bronx County, New York",1017,41.1,201,62826,87,653,0,275
"101","360050266022","Block Group 2, Census Tract 266.02, Bronx County, New York",1213,33.7,312,65500,522,150,30,753
"102","360050266021","Block Group 1, Census Tract 266.02, Bronx County, New York",1684,43.4,351,55398,706,165,30,988
"103","360050266024","Block Group 4, Census Tract 266.02, Bronx County, New York",741,47.1,121,NA,423,143,0,387
"104","360050364001","Block Group 1, Census Tract 364, Bronx County, New York",952,37.9,145,61964,5,820,0,125
"105","360050449021","Block Group 1, Census Tract 449.02, Bronx County, New York",969,38.7,226,58167,721,161,44,64
"106","360050449022","Block Group 2, Census Tract 449.02, Bronx County, New York",907,38.2,332,75250,761,18,43,129
"107","360050184002","Block Group 2, Census Tract 184, Bronx County, New York",903,32.3,217,102778,793,36,52,284
"108","360050184001","Block Group 1, Census Tract 184, Bronx County, New York",1161,39,182,75904,626,15,0,584
"109","360050184003","Block Group 3, Census Tract 184, Bronx County, New York",1243,45.3,267,60625,640,46,0,812
"110","360050193002","Block Group 2, Census Tract 193, Bronx County, New York",672,28.8,0,NA,91,302,0,415
"111","360050193003","Block Group 3, Census Tract 193, Bronx County, New York",1847,25.9,180,NA,239,1062,0,1027
"112","360050132001","Block Group 1, Census Tract 132, Bronx County, New York",899,43.2,213,114608,469,415,0,204
"113","360050132003","Block Group 3, Census Tract 132, Bronx County, New York",1635,43,503,96893,1155,230,2,1007
"114","360050132002","Block Group 2, Census Tract 132, Bronx County, New York",1358,33.1,395,116767,338,519,0,678
"115","360050132004","Block Group 4, Census Tract 132, Bronx County, New York",1516,41.8,329,131860,770,372,106,732
"116","360050216011","Block Group 1, Census Tract 216.01, Bronx County, New York",1506,34.1,81,29303,278,457,0,1028
"117","360050216013","Block Group 3, Census Tract 216.01, Bronx County, New York",821,36.6,51,31500,365,336,0,629
"118","360050227031","Block Group 1, Census Tract 227.03, Bronx County, New York",1736,31.8,309,46635,283,473,113,1246
"119","360050216012","Block Group 2, Census Tract 216.01, Bronx County, New York",1129,33.7,125,30313,92,286,137,563
"120","360050256002","Block Group 2, Census Tract 256, Bronx County, New York",868,26.8,98,43571,257,182,90,498
"121","360050256001","Block Group 1, Census Tract 256, Bronx County, New York",820,43.2,186,42344,470,186,98,335
"122","360050237021","Block Group 1, Census Tract 237.02, Bronx County, New York",1143,32.7,70,37083,110,252,3,900
"123","360050240001","Block Group 1, Census Tract 240, Bronx County, New York",2151,28.2,276,35978,385,411,42,1459
"124","360050240002","Block Group 2, Census Tract 240, Bronx County, New York",1022,22.6,49,31541,195,279,0,702
"125","360050263002","Block Group 2, Census Tract 263, Bronx County, New York",815,33.8,16,29042,96,13,0,815
"126","360050263001","Block Group 1, Census Tract 263, Bronx County, New York",779,25.6,14,18393,161,14,0,765
"127","360050265002","Block Group 2, Census Tract 265, Bronx County, New York",2070,32.6,267,26136,296,202,129,1656
"128","360050265001","Block Group 1, Census Tract 265, Bronx County, New York",2489,31.2,108,38510,320,291,137,1817
"129","360050281002","Block Group 2, Census Tract 281, Bronx County, New York",949,43,232,52292,446,145,23,489
"130","360050281003","Block Group 3, Census Tract 281, Bronx County, New York",1931,51.5,582,81645,911,491,22,917
"131","360050283001","Block Group 1, Census Tract 283, Bronx County, New York",1452,28.1,127,16690,265,829,0,702
"132","360050314002","Block Group 2, Census Tract 314, Bronx County, New York",1122,50.2,222,84063,624,124,150,322
"133","360050145002","Block Group 2, Census Tract 145, Bronx County, New York",2217,24.1,45,19632,100,917,0,1873
"134","360050201002","Block Group 2, Census Tract 201, Bronx County, New York",1400,20.8,59,23413,224,566,0,744
"135","360050201001","Block Group 1, Census Tract 201, Bronx County, New York",1500,35.9,173,38821,212,661,18,913
"136","360050390002","Block Group 2, Census Tract 390, Bronx County, New York",1149,40.2,90,48354,22,1048,62,52
"137","360050390001","Block Group 1, Census Tract 390, Bronx County, New York",1617,30,197,40288,195,1313,0,409
"138","360050393003","Block Group 3, Census Tract 393, Bronx County, New York",1140,34.2,148,25508,262,84,0,914
"139","360050393002","Block Group 2, Census Tract 393, Bronx County, New York",1858,28.5,53,20714,355,897,0,1069
"140","360050403021","Block Group 1, Census Tract 403.02, Bronx County, New York",2685,30.6,227,34408,307,321,42,2388
"141","360050404002","Block Group 2, Census Tract 404, Bronx County, New York",651,22.9,116,35729,47,520,0,135
"142","360050404001","Block Group 1, Census Tract 404, Bronx County, New York",1521,39,381,72426,140,1324,0,129
"143","360050407012","Block Group 2, Census Tract 407.01, Bronx County, New York",301,50.7,45,24167,70,69,0,221
"144","360050328002","Block Group 2, Census Tract 328, Bronx County, New York",1209,33.9,73,18355,247,537,0,637
"145","360050328003","Block Group 3, Census Tract 328, Bronx County, New York",1031,37.7,136,63333,184,28,283,517
"146","360050374001","Block Group 1, Census Tract 374, Bronx County, New York",1245,22.1,25,24832,204,653,8,605
"147","360050374002","Block Group 2, Census Tract 374, Bronx County, New York",1102,45.9,150,39904,128,675,27,377
"148","360050374003","Block Group 3, Census Tract 374, Bronx County, New York",650,49.4,23,21602,67,434,0,290
"149","360050330002","Block Group 2, Census Tract 330, Bronx County, New York",1703,29.3,100,40326,943,50,0,845
"150","360050330003","Block Group 3, Census Tract 330, Bronx County, New York",1934,41.2,161,48606,1436,83,0,489
"151","360050356001","Block Group 1, Census Tract 356, Bronx County, New York",1439,42.4,327,88864,41,897,166,308
"152","360050368001","Block Group 1, Census Tract 368, Bronx County, New York",961,34.3,115,48452,150,741,0,220
"153","360050449011","Block Group 1, Census Tract 449.01, Bronx County, New York",734,45,191,61500,574,107,20,99
"154","360050382002","Block Group 2, Census Tract 382, Bronx County, New York",1393,35.1,122,46680,66,1211,0,220
"155","360050382001","Block Group 1, Census Tract 382, Bronx County, New York",1550,33,202,49722,151,1033,66,480
"156","360050301001","Block Group 1, Census Tract 301, Bronx County, New York",788,71.9,252,21364,492,88,27,267
"157","360050407011","Block Group 1, Census Tract 407.01, Bronx County, New York",1180,32.6,124,26786,104,91,30,986
"158","360050415001","Block Group 1, Census Tract 415, Bronx County, New York",1286,44.5,292,30590,134,317,0,825
"159","360050415002","Block Group 2, Census Tract 415, Bronx County, New York",525,31.5,66,59815,215,217,0,256
"160","360050436002","Block Group 2, Census Tract 436, Bronx County, New York",1115,37.2,234,101806,80,674,80,224
"161","360050448001","Block Group 1, Census Tract 448, Bronx County, New York",1180,44.9,252,83625,19,1056,0,86
"162","360050516002","Block Group 2, Census Tract 516, Bronx County, New York",1261,47.1,540,127928,1105,0,156,195
"163","360050516004","Block Group 4, Census Tract 516, Bronx County, New York",773,63.3,257,76984,525,0,0,248
"164","360050516003","Block Group 3, Census Tract 516, Bronx County, New York",1255,46.5,432,71827,991,3,70,290
"165","360050389002","Block Group 2, Census Tract 389, Bronx County, New York",1251,22,98,21289,436,14,0,825
"166","360050389003","Block Group 3, Census Tract 389, Bronx County, New York",1172,22.5,145,42683,792,82,61,291
"167","360050389004","Block Group 4, Census Tract 389, Bronx County, New York",1082,30.5,176,31250,110,217,64,760
"168","360050391003","Block Group 3, Census Tract 391, Bronx County, New York",1700,29.5,240,32326,246,532,94,838
"169","360050391005","Block Group 5, Census Tract 391, Bronx County, New York",630,23.1,48,NA,0,0,49,581
"170","360050391001","Block Group 1, Census Tract 391, Bronx County, New York",844,23,53,27644,225,253,0,660
"171","360050394001","Block Group 1, Census Tract 394, Bronx County, New York",847,35.8,88,30640,47,610,0,207
"172","360050394002","Block Group 2, Census Tract 394, Bronx County, New York",2314,27.9,175,40000,206,1562,0,695
"173","360050342001","Block Group 1, Census Tract 342, Bronx County, New York",867,34.8,137,51875,117,493,21,282
"174","360050370001","Block Group 1, Census Tract 370, Bronx County, New York",1161,37.8,80,55395,44,971,0,147
"175","360050372001","Block Group 1, Census Tract 372, Bronx County, New York",790,35.6,150,42581,23,480,0,228
"176","360050399022","Block Group 2, Census Tract 399.02, Bronx County, New York",707,26.9,30,11776,90,245,0,535
"177","360050399023","Block Group 3, Census Tract 399.02, Bronx County, New York",1081,33.4,173,25150,108,298,79,762
"178","360050426001","Block Group 1, Census Tract 426, Bronx County, New York",957,45.6,267,117557,22,798,0,137
"179","360050386004","Block Group 4, Census Tract 386, Bronx County, New York",471,34.9,59,79286,0,471,0,0
"180","360050386002","Block Group 2, Census Tract 386, Bronx County, New York",818,33.9,110,66676,0,818,0,37
"181","360050386003","Block Group 3, Census Tract 386, Bronx County, New York",1463,34.8,141,NA,0,1387,0,205
"182","360050004001","Block Group 1, Census Tract 4, Bronx County, New York",468,39.8,64,NA,282,24,24,420
"183","360050123003","Block Group 3, Census Tract 123, Bronx County, New York",1060,39.3,11,19219,147,322,0,850
"184","360050123002","Block Group 2, Census Tract 123, Bronx County, New York",1465,36.6,280,49219,112,396,25,998
"185","360050133003","Block Group 3, Census Tract 133, Bronx County, New York",1232,36.7,40,26399,48,176,0,1074
"186","360050133002","Block Group 2, Census Tract 133, Bronx County, New York",1714,29.4,90,33750,262,876,158,640
"187","360050133001","Block Group 1, Census Tract 133, Bronx County, New York",1742,31.2,36,17927,326,698,41,1185
"188","360050144005","Block Group 5, Census Tract 144, Bronx County, New York",1130,38.5,114,NA,236,304,88,658
"189","360050144001","Block Group 1, Census Tract 144, Bronx County, New York",351,77.1,0,11319,217,66,0,336
"190","360050144004","Block Group 4, Census Tract 144, Bronx County, New York",1101,25.6,21,NA,180,790,0,518
"191","360050144003","Block Group 3, Census Tract 144, Bronx County, New York",695,29.7,46,24531,0,561,0,362
"192","360050286002","Block Group 2, Census Tract 286, Bronx County, New York",506,43.5,172,73393,270,7,158,112
"193","360050289001","Block Group 1, Census Tract 289, Bronx County, New York",1021,40.7,135,74250,742,74,0,857
"194","360050289002","Block Group 2, Census Tract 289, Bronx County, New York",2045,28.2,299,41626,523,168,41,1661
"195","360050289003","Block Group 3, Census Tract 289, Bronx County, New York",989,56.8,421,59115,583,134,81,411
"196","360050312002","Block Group 2, Census Tract 312, Bronx County, New York",689,42.5,232,73636,443,8,185,98
"197","360050312001","Block Group 1, Census Tract 312, Bronx County, New York",909,43.1,261,95417,304,502,36,192
"198","360050189002","Block Group 2, Census Tract 189, Bronx County, New York",2299,26.6,263,NA,526,825,0,1071
"199","360050189003","Block Group 3, Census Tract 189, Bronx County, New York",2568,33.7,266,34426,441,738,13,1836
"200","360050189001","Block Group 1, Census Tract 189, Bronx County, New York",2017,26.6,130,NA,370,653,33,1364
"201","360050189004","Block Group 4, Census Tract 189, Bronx County, New York",1375,35.9,43,21250,148,319,0,1037
"202","360050199004","Block Group 4, Census Tract 199, Bronx County, New York",2353,32.6,101,34095,201,618,0,1878
"203","360050199003","Block Group 3, Census Tract 199, Bronx County, New York",702,34.2,48,NA,405,88,0,637
"204","360050199002","Block Group 2, Census Tract 199, Bronx County, New York",1410,34.9,227,27721,395,286,0,1167
"205","360050199005","Block Group 5, Census Tract 199, Bronx County, New York",1247,33.6,183,70913,0,894,0,396
"206","360050202001","Block Group 1, Census Tract 202, Bronx County, New York",1149,35,214,62981,298,156,132,794
"207","360050202002","Block Group 2, Census Tract 202, Bronx County, New York",1103,35.8,102,23309,253,186,180,663
"208","360050206011","Block Group 1, Census Tract 206.01, Bronx County, New York",1223,31.3,170,51779,174,159,388,569
"209","360050211003","Block Group 3, Census Tract 211, Bronx County, New York",1143,31.2,35,16927,122,330,22,866
"210","360050211004","Block Group 4, Census Tract 211, Bronx County, New York",1049,32.2,78,37871,0,257,0,784
"211","360050211001","Block Group 1, Census Tract 211, Bronx County, New York",1288,25,75,28359,54,664,10,771
"212","360050407021","Block Group 1, Census Tract 407.02, Bronx County, New York",878,36.5,196,55086,399,302,0,527
"213","360050407022","Block Group 2, Census Tract 407.02, Bronx County, New York",1415,30.6,124,25809,93,121,45,1266
"214","360050157003","Block Group 3, Census Tract 157, Bronx County, New York",1846,29.3,155,43393,378,201,0,1683
"215","360050025001","Block Group 1, Census Tract 25, Bronx County, New York",1045,27.1,23,NA,197,49,7,978
"216","360050157002","Block Group 2, Census Tract 157, Bronx County, New York",1462,32.6,153,19167,110,671,109,849
"217","360050380001","Block Group 1, Census Tract 380, Bronx County, New York",1371,47.4,442,52500,65,1003,96,348
"218","360050380002","Block Group 2, Census Tract 380, Bronx County, New York",872,22.2,25,NA,99,773,0,283
"219","360050061001","Block Group 1, Census Tract 61, Bronx County, New York",0,NA,0,NA,0,0,0,0
"220","360050227011","Block Group 1, Census Tract 227.01, Bronx County, New York",1071,33.6,125,34653,215,534,0,560
"221","360050227013","Block Group 3, Census Tract 227.01, Bronx County, New York",2077,28.1,251,33393,189,921,33,1146
"222","360050336002","Block Group 2, Census Tract 336, Bronx County, New York",1196,27.9,121,38073,132,271,125,778
"223","360050336001","Block Group 1, Census Tract 336, Bronx County, New York",1938,36,349,59964,474,816,32,1135
"224","360050343001","Block Group 1, Census Tract 343, Bronx County, New York",847,43.4,225,88036,455,226,0,347
"225","360050020003","Block Group 3, Census Tract 20, Bronx County, New York",2748,27.4,33,15691,1104,1113,0,1928
"226","360050020002","Block Group 2, Census Tract 20, Bronx County, New York",2075,36.9,237,38313,900,664,0,1554
"227","360050020004","Block Group 4, Census Tract 20, Bronx County, New York",1190,21.9,36,15060,138,800,29,341
"228","360050069004","Block Group 4, Census Tract 69, Bronx County, New York",1900,19.4,56,18897,20,820,0,1087
"229","360050069001","Block Group 1, Census Tract 69, Bronx County, New York",3638,28.9,744,48634,363,1443,0,2214
"230","360050160001","Block Group 1, Census Tract 160, Bronx County, New York",2078,43.2,311,67361,1288,0,40,1111
"231","360050160003","Block Group 3, Census Tract 160, Bronx County, New York",884,44,211,50938,498,29,90,303
"232","360050084001","Block Group 1, Census Tract 84, Bronx County, New York",869,36,190,79375,158,249,157,373
"233","360050092003","Block Group 3, Census Tract 92, Bronx County, New York",2433,34,279,52243,545,524,255,1217
"234","360050092002","Block Group 2, Census Tract 92, Bronx County, New York",844,29.1,68,39722,175,104,198,446
"235","360050127012","Block Group 2, Census Tract 127.01, Bronx County, New York",932,33.6,119,31375,258,222,65,672
"236","360050135001","Block Group 1, Census Tract 135, Bronx County, New York",645,39.6,50,41250,142,297,0,323
"237","360050135003","Block Group 3, Census Tract 135, Bronx County, New York",1433,34.5,95,25188,181,802,0,657
"238","360050138002","Block Group 2, Census Tract 138, Bronx County, New York",924,43.5,111,61827,454,79,0,533
"239","360050161002","Block Group 2, Census Tract 161, Bronx County, New York",1093,35.7,126,15903,70,560,0,527
"240","360050161004","Block Group 4, Census Tract 161, Bronx County, New York",1174,34.5,21,12141,113,221,0,1044
"241","360050161001","Block Group 1, Census Tract 161, Bronx County, New York",1097,29,132,31848,16,529,0,579
"242","360050195002","Block Group 2, Census Tract 195, Bronx County, New York",2276,33.3,231,30344,69,695,0,1641
"243","360050195003","Block Group 3, Census Tract 195, Bronx County, New York",2329,29.4,180,26509,442,979,15,1455
"244","360050167002","Block Group 2, Census Tract 167, Bronx County, New York",2644,19.3,236,30000,322,1357,0,1581
"245","360050224011","Block Group 1, Census Tract 224.01, Bronx County, New York",828,41.4,188,41797,229,145,80,511
"246","360050028001","Block Group 1, Census Tract 28, Bronx County, New York",1632,39.2,122,54625,506,749,0,1177
"247","360050079006","Block Group 6, Census Tract 79, Bronx County, New York",1206,27,0,NA,75,257,0,1048
"248","360050079002","Block Group 2, Census Tract 79, Bronx County, New York",588,25.7,52,NA,142,331,0,258
"249","360050079003","Block Group 3, Census Tract 79, Bronx County, New York",1289,26.3,19,23255,48,371,0,912
"250","360050079005","Block Group 5, Census Tract 79, Bronx County, New York",489,33.7,75,NA,133,329,0,396
"251","360050158001","Block Group 1, Census Tract 158, Bronx County, New York",1082,41.6,133,43661,483,70,30,612
"252","360050218002","Block Group 2, Census Tract 218, Bronx County, New York",2025,29.9,106,37599,138,839,36,1348
"253","360050218005","Block Group 5, Census Tract 218, Bronx County, New York",484,52.3,175,86397,189,213,0,343
"254","360050218004","Block Group 4, Census Tract 218, Bronx County, New York",875,32.4,41,43819,239,161,0,733
"255","360050218001","Block Group 1, Census Tract 218, Bronx County, New York",1762,27.3,94,27652,441,519,0,1361
"256","360050218003","Block Group 3, Census Tract 218, Bronx County, New York",1871,37.1,178,57193,220,821,130,955
"257","360050338002","Block Group 2, Census Tract 338, Bronx County, New York",607,28,13,33750,237,253,0,266
"258","360050338001","Block Group 1, Census Tract 338, Bronx County, New York",931,39.8,211,45625,109,378,41,495
"259","360050175002","Block Group 2, Census Tract 175, Bronx County, New York",1161,25.9,36,26250,93,332,0,1014
"260","360050162001","Block Group 1, Census Tract 162, Bronx County, New York",988,50.1,116,91333,662,54,5,414
"261","360050165001","Block Group 1, Census Tract 165, Bronx County, New York",965,29.5,102,25980,176,459,6,567
"262","360050175006","Block Group 6, Census Tract 175, Bronx County, New York",629,34.8,92,NA,0,166,0,463
"263","360050175004","Block Group 4, Census Tract 175, Bronx County, New York",1640,42.2,121,28235,152,496,18,754
"264","360050175005","Block Group 5, Census Tract 175, Bronx County, New York",702,37.8,15,22944,0,307,0,412
"265","360050215011","Block Group 1, Census Tract 215.01, Bronx County, New York",1290,34,94,16635,170,161,0,1221
"266","360050215023","Block Group 3, Census Tract 215.02, Bronx County, New York",1335,25.7,84,23373,93,576,0,843
